Nome,Preco,Preco Sem Desconto,EAN,SKU,Marca,Categoria,Desconto
Clorridrato de Amiodarona 100mg com 30 Comprimidos - Geolab Genérico,15.75,19.56,7899095245587,23782,marjan,Mais Medicamentos,0.19
Captopril 25mg com 30 Comprimidos - Geolab Genérico,2.11,10.47,7899095246676,22827,marjan,Hipertensão,0.8
Tadalafila 20mg com 2 Comprimidos - Geolab Genérico,2.52,18.41,7899095257825,22268,marjan,Mais Medicamentos,0.86
Dicloridrato de Betaistina 16mg com 30 Comprimidos - Geolab Genérico,11.09,24.32,7899095256323,21337,marjan,Mais Medicamentos,0.54
"Cloridrato de Tansulosina 0,4mg com 20 Cápsulas - Geolab Genérico",13.91,83.75,7899095234192,19855,marjan,Mais Medicamentos,0.83
"Travoprosta 0,04mg 2,5ml - Geolab Genérico",24.19,100.68,7899095258747,19055,zanphy,Mais Medicamentos,0.76
Anlodipino 5mg com 30 Comprimidos - Geolab Genérico,2.21,16.63,7899095238527,10050,zanphy,Hipertensão,0.87
Montelucaste de Sódio 4mg com 30 Comprimidos Matigáveis - Geolab Genérico,23.02,65.53,7899095241619,3344,zanphy,Mais Medicamentos,0.65
Acetilcisteína Xarope Infantil 120ml - Geolab,13.16,28.08,7899095233805,3335,zanphy,Mais Medicamentos,0.53
Acetilcisteína Xarope Adulto 40mg Geolab - 120ml,18.05,41.77,7899095233799,3305,zanphy,Mais Medicamentos,0.57
Itraconazol 100mg com 4 Cápsulas - Geolab Genérico,8.62,49.59,7899095250888,3292,zanphy,Mais Medicamentos,0.83
Montelucaste de Sódio 5mg com 30 Comprimidos Matigáveis - Geolab Genérico,22.69,65.53,7899095241725,3288,zanphy,Mais Medicamentos,0.65
Tenoxicam 20mg com 10 Comprimidos - Geolab Genérico,7.85,42.22,7899095243125,3116,zanphy,Mais Medicamentos,0.81
Itraconazol 100mg com 15 Cápsulas - Geolab Genérico,23.18,148.25,7899095250901,2778,zanphy,Mais Medicamentos,0.84
"Colchicina 0,5mg com 30 Comprimidos - Geolab Genérico",9.47,44.78,7899095245686,2530,zanphy,Mais Medicamentos,0.79
Xantimax com 30 Comprimidos - Mássime,9.28,12.49,7898965191726,24233,zanphy,Similar,0.26
Maxrub Pomada - 40g,14.33,19.15,7896186003095,24235,zanphy,Mais Medicamentos,0.25
Xantimax 10ml com 1 Flaconete - Mássime,2.05,2.49,7898965191757,24234,zanphy,Similar,0.18
Feminidha - 30 Cápsulas,63.15,82.9,7898965191542,24228,zanphy,Mais Medicamentos,0.24
Cognon com 60 Cápsulas - Mássime,42.83,69.0,7898965191481,23222,zanphy,Vitaminas,0.38
Magnesis B6 com 30 Cápsulas - Mássime,41.9,70.0,7898965191498,23226,zanphy,Vitaminas,0.4
Dósseo com 30 Cápsulas - Massime,34.47,55.0,7898965191429,23223,zanphy,Similar,0.37
Dósseo K2 com 30 Cápsulas - Mássime,33.42,55.0,7898965191436,23224,zanphy,Similar,0.39
PARACETAMOL BEBE GTS 15ML,8.95,24.62,7896112168430,33276,zanphy,Analgésicos,0.64
Cloridrato de Amitriptilina 25mg com 30 Comprimidos - Teuto Genérico,3.74,19.02,7896112124429,11257,zanphy,Calmantes,0.8
Cetoprofeno Gotas 20ml - Teuto Genérico,5.31,17.32,7896112136385,3330,zanphy,Anti-Inflamatórios,0.69
CLOR VENLAFAXINA 150MG C\u002F30 CAPS,42.3,111.01,7896112153436,32653,zanphy,Mais Medicamentos,0.62
Lorazepam 2mg com 30 Comprimidos - Teuto Genérico,7.56,25.49,7896112125563,25296,zanphy,Mais Medicamentos,0.7
Celecoxibe 200mg com 10 Cápsulas - Teuto Genérico,11.56,35.56,7896112106470,23737,zanphy,Genéricos,0.67
Fumarato de Quetiapina 25mg com 30 Comprimidos - Teuto Genérico,9.94,56.29,7896112121282,19120,zanphy,Mais Medicamentos,0.82
Pregabalina 150mg 30 cápsulas - Teuto Genérico,16.24,157.1,7896523201566,18346,zanphy,Mais Medicamentos,0.9
Fenobarbital 100mg com 20 Comprimidos - Teuto Genérico,6.21,7.47,7896112125358,18154,zanphy,Mais Medicamentos,0.17
Fenitoina 100mg com 30 Comprimidos - Teuto Genérico,6.14,10.94,7896112114574,16584,zanphy,Mais Medicamentos,0.44
Fenobarbital 100mg com 30 Comprimidos - Teuto Genérico,9.14,11.23,7896112125365,13534,zanphy,Mais Medicamentos,0.19
Clonazepam Gotas 20ml - Teuto Genérico,6.23,15.54,7896112135913,11306,zanphy,Calmantes,0.6
Bromazepam 6mg com 30 Comprimidos - Teuto Genérico,9.13,29.52,7896112113843,8261,zanphy,Calmantes,0.69
CLOR TRAMADOL 50MG C\u002F10 CAPS,4.32,30.1,7896112121145,7255,zanphy,Mais Medicamentos,0.86
Cloridrato de Fluoxetina 20mg com 30 Cápsulas - Teuto Genérico,5.06,47.02,7896112125617,7654,zanphy,Mais Medicamentos,0.89
B-Tablock Colírio 5ml - Latinofarma,35.95,40.85,7896676433210,19025,zanphy,Mais Medicamentos,0.12
Taffman EX 110ml - Yakult,4.99,4.99,7891156076178,30809,zanphy,Vitaminas,0.0
Mind 10mg com 30 Comprimidos - Biolab,95.47,112.32,7896112400585,6147,zanphy,Mais Medicamentos,0.15
Nebilet 5mg com 60 Comprimidos - Biolab,187.28,220.33,7896112400691,5880,zanphy,Mais Medicamentos,0.15
Sintezys 150mg com 1 Comprimido - Biolab,76.62,102.81,7898146828953,5775,zanphy,Mais Medicamentos,0.25
Nebilet 5mg com 30 Comprimidos - Biolab,127.09,149.52,7896112400684,5704,zanphy,Mais Medicamentos,0.15
Venula com 60 Cápsulas - Biolab,72.82,84.67,7896112452690,5596,zanphy,Mais Medicamentos,0.14
"Novanlo 2,5mg com 60 Comprimidos - Biolab",99.9,140.23,7896112422150,5597,zanphy,Mais Medicamentos,0.29
Nebilet 5mg com 90 Comprimidos - Biolab,266.85,313.94,7896112400707,4970,zanphy,Mais Medicamentos,0.15
Riscard 500mg com 60 Comprimidos - Biolab,118.72,147.54,7896112406532,3939,zanphy,Mais Medicamentos,0.2
Olanzys 10mg com 30 Comprimidos - Biolab,211.25,248.53,7898146828403,3936,zanphy,Mais Medicamentos,0.15
"Alozex 0,25mg\u002Fml sol 100ml",178.36,207.39,7896112401414,3937,zanphy,Mais Medicamentos,0.14
Vonau Flash 8mg com 30 Comprimidos - Biolab,189.11,219.9,7896112401582,3434,zanphy,Mais Medicamentos,0.14
Vonau Flash 4mg com 30 Comprimidos - Biolab,96.05,111.69,7896112401551,3094,zanphy,Mais Medicamentos,0.14
"Ablok Plus 25\u002F12,5 com 60 Comprimidos - Biolab RX",37.47,48.89,7896112411529,2181,zanphy,Hipertensão,0.23
Doss 50.000ui com 8 Cápsulas - Biolab,111.95,146.25,7896112400172,2023,novartis-rx,Mais Medicamentos,0.23
Doss 7.000ui com 30 Cápsulas - Biolab,85.72,99.67,7896112400141,2022,novartis-rx,Mais Medicamentos,0.14
Deller 50mg - 60 Comprimidos,102.73,129.13,7896658039195,28506,novartis-rx,Mais Medicamentos,0.2
"Cordarex 2,5mg com 60 Comprimidos - Ache",56.01,70.86,7896181927853,20815,novartis-rx,Mais Medicamentos,0.21
Clopin Duo 75mg+100mg com 30 Comprimidos - Ache,62.35,78.25,7896658032431,20287,novartis-rx,Mais Medicamentos,0.2
Decadron Solução Oftálmica Gotas 5ml - Ache,15.5,16.49,7896658003547,17049,novartis-rx,Mais Medicamentos,0.06
Decadron Nasal 20ml - Ache,37.87,40.29,7896658003561,17050,novartis-rx,Mais Medicamentos,0.06
Betadine 24mg com 30 Comprimidos - Ache,31.52,38.66,7896658016585,13060,novartis-rx,Mais Medicamentos,0.18
Clopin 75mg com 30 Comprimidos - Ache,52.53,65.2,7896658011924,12964,novartis-rx,Mais Medicamentos,0.19
Deller 50mg com 30 Comprimidos - Ache,68.1,86.91,7896658029561,7465,novartis-rx,Mais Medicamentos,0.22
Busonid 64mg 120 Doses Nasal 6ml - Ache,33.09,59.31,7896181915188,17504,novartis-rx,Mais Medicamentos,0.44
Busonid 50mcg Spray 120 Doses 6ml - Ache,34.72,43.55,7896181907176,17505,novartis-rx,Mais Medicamentos,0.2
Busonid 32mcg 120 Doses 6ml - Ache,23.05,29.67,7896181915171,17508,novartis-rx,Mais Medicamentos,0.22
Busonid 100mg com 120 Doses 6ml - Ache,67.56,87.56,7896181913719,17511,novartis-rx,Mais Medicamentos,0.23
Dual 30mg com 60 Cápsulas - Ache,96.68,121.99,7896658024153,31603,novartis-rx,Mais Medicamentos,0.21
Dual 60mg com 60 Cápsulas - Ache,195.86,242.01,7896658024207,31604,novartis-rx,Mais Medicamentos,0.19
Trezete 20mg + 10mg com 60 Comprimidos - Ache,186.0,220.75,7896658048012,31522,novartis-rx,Colesterol e Triglicerídeos,0.16
Inzelm 10mg com 30 Comprimidos - Takeda,173.07,196.67,7896641812767,24466,novartis-rx,Mais Medicamentos,0.12
Inzelm 20mg com 60 Comprimidos - Takeda,361.87,411.22,7896641812828,22258,novartis-rx,Mais Medicamentos,0.12
Inzelm 20mg com 30 Comprimidos - Takeda,190.38,216.34,7896641812811,22187,novartis-rx,Mais Medicamentos,0.12
Inzelm 10mg com 60 Comprimidos - Takeda,328.98,373.84,7896641812774,22191,novartis-rx,Mais Medicamentos,0.12
Mesacol 800mg com 30 Comprimidos Revestidos - Takeda,204.3,253.32,7896641802980,15931,novartis-rx,Mais Medicamentos,0.19
Noripurum 100mg com 30 Comprimidos - Takeda,61.16,71.12,7898581710547,15717,novartis-rx,Mais Medicamentos,0.14
Noripurum 50mg Gotas 30ml - Takeda,38.45,44.71,7898581710523,15716,novartis-rx,Mais Medicamentos,0.14
Noripurum Fólico com 30 Comprimidos - Takeda,65.37,74.28,7898581710608,15715,novartis-rx,Mais Medicamentos,0.12
Noripurum Xarope 120ml - Takeda,29.21,33.96,7898581710578,15712,novartis-rx,Mais Medicamentos,0.14
"Plantaben 3,5g - 10 envelopes",57.1,66.4,7898560664250,15529,novartis-rx,Mais Medicamentos,0.14
"Plantaben 3,5g - 30 envelopes",150.78,175.33,7898560664267,15528,novartis-rx,Mais Medicamentos,0.14
Proctyl Pomada - 30g + 10 Aplicadores,67.54,78.53,7896641801792,15424,novartis-rx,Mais Medicamentos,0.14
Proctyl Pomada - 50mg + 10 Bisnagas,67.54,78.53,7896641803642,15423,novartis-rx,Mais Medicamentos,0.14
Proctyl Supositórios - 15 Uni,72.49,84.29,7896641805905,15425,novartis-rx,Mais Medicamentos,0.14
Siilif 50mg com 30 Comprimidos - Takeda,75.53,90.5,7896641806360,15117,novartis-rx,Mais Medicamentos,0.17
HIDRASIM PO AGUA DE COCO C\u002F4ENV 28G,19.27,19.49,7898722860537,33103,novartis-rx,Mais Medicamentos,0.01
PANTOCLER ABACAXI 10ML,11.9,11.99,7898722860391,32710,novartis-rx,Mais Medicamentos,0.01
D Mássime 200UI com 20ml - Massime,7.99,7.99,7898722860667,32468,novartis-rx,Vitaminas,0.0
D Mássime 400UI com 10ml - Mássime,14.99,14.99,7898722860650,32469,novartis-rx,Vitaminas,0.0
Hidrasim Pó Água de Coco - 28g,3.15,5.0,7898722860544,32122,novartis-rx,Mais Medicamentos,0.37
Fitore 250mg com 120 Cápsulas - Massime,70.15,89.9,7898722860506,31303,novartis-rx,Similar,0.22
Venofleb 50mg com 30 Cápsulas - Massime,36.48,36.49,7898722860599,31302,novartis-rx,Mais Medicamentos,0.0
Fort-Move com 30 Comprimidos - Mássime,81.24,102.49,7898722860131,29114,novartis-rx,Vitaminas,0.21
Poligan Plus Mássime com 30 Tabletes - Mássime,43.41,67.99,7898722860100,28021,novartis-rx,Similar,0.36
Acetilcisteina Xarope Sabor Morango Massime com 120ml - Massime,16.22,18.45,7898965191979,27741,novartis-rx,Gripe e Resfriado,0.12
Acetilcisteína 200mg com 16 Comprimidos - Mássime,27.34,44.49,7898965191788,26183,novartis-rx,Gripe e Resfriado,0.39
Maxrub Pomada - 12g,7.96,13.34,7896186003088,25076,novartis-rx,Mais Medicamentos,0.4
Lanocare Pomada - 30g,30.94,45.0,7898965191658,24390,novartis-rx,Mais Medicamentos,0.31
Xantimax com 200 Comprimidos - Mássime,3.33,3.99,7898965191733,24232,novartis-rx,Similar,0.17
Xantimax com 120ml - Mássime,11.94,15.49,7898965191740,24231,novartis-rx,Similar,0.23
Nisulid 100mg com 12 Comprimidos - Ache,53.11,61.75,7896658005121,15750,novartis-rx,Anti-Inflamatórios,0.14
Novamox 875\u002F125 com 14 Comprimidos - Ache,95.57,108.6,7896658002922,15699,gsk-rx,Mais Medicamentos,0.12
Novamox 2x 400mg 100ml - Ache,134.5,152.84,7896658002953,15698,gsk-rx,Mais Medicamentos,0.12
Novacort Pomada 30g - Ache,36.84,41.86,7896658000577,15709,gsk-rx,Mais Medicamentos,0.12
Novamox 2x 400mg \u002F57mg 70ml - Ache,72.98,82.93,7896658002946,15700,gsk-rx,Mais Medicamentos,0.12
Novacort Creme 30g - Ache,36.84,41.86,7896658000560,15710,gsk-rx,Mais Medicamentos,0.12
Novocilin 400mg 100ml - Ache,42.71,45.44,7896658004124,15696,gsk-rx,Mais Medicamentos,0.06
Omepramix 7BL com 56 Comprimidos + 28 Cápsulas - Ache,203.41,239.31,7896658004360,15650,gsk-rx,Mais Medicamentos,0.15
Parasin 400mg com 1 Comprimido Mastigável - Ache,15.29,16.27,7896658002687,15586,gsk-rx,Mais Medicamentos,0.06
Prelone 20mg com 10 Comprimidos - Ache,22.48,25.55,7896658005145,15461,gsk-rx,Mais Medicamentos,0.12
Prelone Solução Oral 60ml - Ache,22.35,25.4,7896658009518,15460,gsk-rx,Mais Medicamentos,0.12
Prelone 120ml - Ache,45.86,53.32,7896658009532,15463,gsk-rx,Mais Medicamentos,0.14
Prelone 5mg com 20 Comprimidos - Ache,17.42,19.8,7896658005763,15462,gsk-rx,Mais Medicamentos,0.12
Remilev 250\u002F60mg com 20 Comprimidos - Ache,61.89,71.96,7896658004810,15336,gsk-rx,Mais Medicamentos,0.14
Soyfemme 150mg - 30 cápsulas,110.55,137.67,7896658006005,15067,gsk-rx,Mais Medicamentos,0.2
Acido Mefenâmico 500mg com 12 Comprimidos - Medley Genérico,11.23,17.6,7896422516877,14361,gsk-rx,Mais Medicamentos,0.36
Clotrimazol 10mg Creme Vaginal 35g + 6 Aplicações - Medley Genérico,21.36,57.84,7896422506427,14184,gsk-rx,Mais Medicamentos,0.63
Dipirona Monoidratada 500mg 10 comprimidos - Medley,3.7,8.54,7896422507066,13931,gsk-rx,Dor e Febre,0.57
Glimepirida 2mg com 30 Comprimidos - Medley Genérico,4.39,28.99,7896422505307,13856,gsk-rx,Mais Medicamentos,0.85
Cloridrato de Propranolol 10mg com 30 Comprimidos - Medley Genérico,4.1,5.96,7896422515511,13842,gsk-rx,Hipertensão,0.31
Paracetamol 750mg 20 comprimidos - Medley,7.97,28.53,7896422504911,13798,gsk-rx,Analgésicos,0.72
Hidroclorotiazida 25mg com 30 Comprimidos - Medley Genérico,1.89,6.0,7891058002657,13359,gsk-rx,Mais Medicamentos,0.68
Dipirona Monoidratada 500mg 30 comprimidos - Medley,10.15,29.76,7896422507059,12813,gsk-rx,Dor e Febre,0.66
Esomeprazol Magnésico 40mg com 28 Comprimidos - Medley,79.99,288.05,7891058004408,12780,gsk-rx,Mais Medicamentos,0.72
Esomeprazol Magnésio 20mg com 28 Comprimidos - Medley Genérico,42.9,74.49,7891058004422,12777,gsk-rx,Mais Medicamentos,0.42
Desloratadina Xarope 60ml - Medley Genérico,16.07,42.62,7896422521260,12765,gsk-rx,Mais Medicamentos,0.62
Anlodipino 5mg com 30 Comprimidos - Medley Genérico,4.25,25.82,7896422505789,12671,gsk-rx,Hipertensão,0.84
Fluconazol 150mg com 2 Cápsulas - Medley Genérico,9.2,38.58,7896422505079,12337,gsk-rx,Mais Medicamentos,0.76
Hemifumarato de Bisoprolol 5mg 30 comprimidos - Medley,30.9,53.69,7896422522670,11635,gsk-rx,Mais Medicamentos,0.42
"Hemifumarato de Bisoprolol 2,5mg 30 comprimidos - Medley",24.85,44.11,7896422522663,11636,gsk-rx,Mais Medicamentos,0.44
"Meloxicam 7,5mg com 10 Comprimidos - Legrand Genérico",3.87,22.33,7894916140690,3315,gsk-rx,Mais Medicamentos,0.83
"Drospirenona + Etinilestradiol  3mg + 0,03mg com 63 Comprimidos - Legrand Genérico",38.46,112.67,7894916148252,3326,gsk-rx,Anticoncepcionais,0.66
Desloratadina 5mg com 10 Comprimidos - Legrand Genérico,7.18,49.61,7894916145459,3274,gsk-rx,Mais Medicamentos,0.86
"Drospirenona + Etinilestradiol 3mg + 0,02mg com 24 Comprimidos - Legrand Genérico",17.1,61.71,7894916148108,3271,gsk-rx,Anticoncepcionais,0.72
Fenofibrato 200mg com 30 Comprimidos - Legrand Genérico,83.19,103.35,7894916145015,3267,gsk-rx,Mais Medicamentos,0.2
Atenolol 100mg com 30 Comprimidos - Legrand Genérico,7.2,40.89,7894916144223,3262,gsk-rx,Hipertensão,0.82
Domperidona 10mg com 30 Comprimidos - Legrand Genérico,6.01,19.78,7894916145114,2433,gsk-rx,Mais Medicamentos,0.7
Itraconazol 100mg com 4 Cápsulas - Legrand Genérico,7.75,47.96,7894916140973,2263,gsk-rx,Mais Medicamentos,0.84
Losartana Potássica 100mg com 30 Comprimidos  - Legrand Genérico,17.04,81.32,7894916145152,2026,gsk-rx,Mais Medicamentos,0.79
Lansoprazol 30mg com 28 Comprimidos - Legrand Genérico,16.68,92.06,7894916140829,1797,gsk-rx,Mais Medicamentos,0.82
Albendazol 40mg Suspensão de Uso Oral 10 ml - Legrand Genérico,4.34,10.33,7894916143264,1790,gsk-rx,Mais Medicamentos,0.58
"Drospirenona + Etiniles 3mg + 0,02mg com 72 Comprimidos - Legrand Genérico",45.71,148.71,7894916149532,1604,gsk-rx,Anticoncepcionais,0.69
Acido Mefenâmico 500mg com 24 Comprimidos - Legrand Genérico,9.77,24.76,7894916144261,1484,gsk-rx,Mais Medicamentos,0.61
Dexametasona 4mg com 10 Comprimidos - Legrand Genérico,6.88,13.74,7894916141499,1121,gsk-rx,Alergias e Infecções,0.5
Acetilcisteína Xarope Infantil 120ml - Legrand,12.71,32.43,7894916143400,622,gsk-rx,Mais Medicamentos,0.61
Tandrilax com 15 Comprimidos - Ache,15.07,17.13,7896658004704,14959,gsk-rx,Mais Medicamentos,0.12
Tandrilax com 30 Comprimidos - Ache,28.9,32.84,7896658001666,14958,uniao-quimica-generico,Mais Medicamentos,0.12
Vertizine D com 20 Comprimidos - Ache,78.46,91.23,7896658002700,14629,uniao-quimica-generico,Mais Medicamentos,0.14
Vertix Gotas 30ml - Ache,12.32,13.11,7896658004834,14630,uniao-quimica-generico,Mais Medicamentos,0.06
Meritor 4 +1000mg com 30 Comprimidos - Ache,64.45,79.55,7896658012419,14489,uniao-quimica-generico,Diabetes,0.19
Fentizol Creme Dermatológico Bisnaga 20g - Ache,36.51,41.49,7896658003981,14323,uniao-quimica-generico,Mais Medicamentos,0.12
Adinos 5mg Gel Dermatológico 30g - Ache RX,36.32,41.27,7896658002960,14266,uniao-quimica-generico,Mais Medicamentos,0.12
Alenia 6 + 200mcg 60 Cápsulas (Refil) - Ache,94.21,110.84,7896181905288,14249,uniao-quimica-generico,Mais Medicamentos,0.15
Adinos 5mg Gel Dermatológico 15g - Ache RX,18.16,20.64,7896658003165,14143,uniao-quimica-generico,Mais Medicamentos,0.12
Alenia 6 +100mcg com 60 Cápsulas + Inalador - Ache,118.69,139.63,7896181905271,13752,uniao-quimica-generico,Mais Medicamentos,0.15
Dermomax Creme - 5g,24.68,28.04,7896181909088,13673,uniao-quimica-generico,Mais Medicamentos,0.12
Alenia 6\u002F200mcg com 60 Cápsulas + Inalador - Ache,140.28,165.04,7896181905295,13629,uniao-quimica-generico,Mais Medicamentos,0.15
Zargus 1mg com 30 Comprimidos Revestidos - Ache,39.46,49.92,7896181922247,13579,uniao-quimica-generico,Mais Medicamentos,0.21
Zargus 2mg com 30 Comprimidos - Ache,39.17,49.92,7896181922254,13462,uniao-quimica-generico,Mais Medicamentos,0.22
Zargus 3mg com 30 Comprimidos Revestidos - Ache,39.16,49.92,7896181922261,13362,uniao-quimica-generico,Mais Medicamentos,0.22
Limbitrol com 20 Cápsulas - Valeant,12.04,14.0,7896862992996,16133,uniao-quimica-generico,Mais Medicamentos,0.14
Melleril cpr 25mg com 20 Comprimidos - Valeant,19.83,25.38,7896862993245,15951,uniao-quimica-generico,Mais Medicamentos,0.22
Melleril 50mg com 20 Comprimidos - Valeant,24.07,30.53,7896862993252,15952,uniao-quimica-generico,Mais Medicamentos,0.21
Oxipelle 20ml - Valeant,47.9,55.7,7898168005967,15618,uniao-quimica-generico,Mais Medicamentos,0.14
Oxipelle Creme 20g - Valeant,39.69,46.15,7898168006414,15619,uniao-quimica-generico,Mais Medicamentos,0.14
Solaquin Creme 30g - Valeant,76.57,89.04,7896862993122,15085,uniao-quimica-generico,Mais Medicamentos,0.14
Dexaneurin Injeção 2ml 3 Ampolas - União Química,36.24,41.18,7896006247319,10450,uniao-quimica-generico,Mais Medicamentos,0.12
Glaub MD Colírio 5ml - União Química,28.6,35.61,7896006208266,9979,uniao-quimica-generico,Mais Medicamentos,0.2
"Cetrolac MD 0,4% Colírio 10ml - Uião Química",86.96,98.82,7896006207665,9978,uniao-quimica-generico,Mais Medicamentos,0.12
Dk2 Cal com 60 Comprimidos - União Química,77.26,89.9,7896006238560,8743,uniao-quimica-generico,Vitaminas,0.14
Eudok 20mg com 30 Comprimidos - União Químcia,99.58,117.15,7896006215950,8526,uniao-quimica-generico,Mais Medicamentos,0.15
Codex 30mg com 36 Comprimidos - União Química,47.9,55.7,7896006219583,8430,uniao-quimica-generico,Analgésicos,0.14
Flex-S com 30 Sachês - União Química,125.53,134.9,7896006215738,8378,uniao-quimica-generico,Vitaminas,0.07
Seth 150mg com 60 Comprimidos - União Química,56.21,70.08,7896006201335,8034,uniao-quimica-generico,Mais Medicamentos,0.2
Britens Colírio 5ml - União Química,92.72,116.9,7896006226208,7380,uniao-quimica-generico,Mais Medicamentos,0.21
"Tobracort Pomada 3,5g - União Química",38.29,40.73,7896006290537,7024,uniao-quimica-generico,Mais Medicamentos,0.06
L-Caps D - 60 Cápsulas,96.26,109.9,7896006218982,6710,uniao-quimica-generico,Mais Medicamentos,0.12
Zolpaz 10mg com 30 Comprimidos - União Química,42.95,50.53,7896006215677,5883,uniao-quimica-generico,Mais Medicamentos,0.15
Luvis S - 60 Cápsulas,136.0,136.0,7896006216827,5109,uniao-quimica-generico,Mais Medicamentos,0.0
Eudok 10mg 30 Comprimidos - União Química,59.97,76.06,7896006215936,5065,uniao-quimica-generico,Mais Medicamentos,0.21
Britens Colírio 10ml - União Química,128.79,163.38,7896006226215,3602,uniao-quimica-generico,Mais Medicamentos,0.21
Maresis Spray - 150ml,61.85,64.49,7898040326524,4036,uniao-quimica-generico,Mais Medicamentos,0.04
Motix com 50 Comprimidos - Farmoquímica,78.9,78.9,7898040324957,4030,uniao-quimica-generico,Mais Medicamentos,0.0
Tracox 25mg com 30 Comprimidos - Farmoquímica,38.15,45.61,7898040325787,4039,uniao-quimica-generico,Mais Medicamentos,0.16
Maresis HT Spray - 100ml,47.4,55.12,7898040326425,1327,uniao-quimica-generico,Mais Medicamentos,0.14
Gengimin 160mg - 15 comprimidos,39.23,44.58,7898040323578,982,uniao-quimica-generico,Mais Medicamentos,0.12
Maresis ar sol spray 100ml,47.32,49.99,7898040325282,7817,uniao-quimica-generico,Mais Medicamentos,0.05
Dorene 150mg com 30 Cápsulas - Ache,144.18,188.61,7896658015779,11076,uniao-quimica-generico,Mais Medicamentos,0.24
Quetros 100mg com 30 Comprimidos - Ache,109.44,136.89,7896658015212,10676,procter--gambl,Mais Medicamentos,0.2
Quetros 200mg com 30 Comprimidos - Ache,213.16,277.94,7896658015205,10690,procter--gambl,Mais Medicamentos,0.23
Aristab 10mg com 10 Comprimidos - Ache,67.55,84.8,7896658016264,10612,procter--gambl,Calmantes,0.2
Adipept 40mg com 28 Comprimidos - Ache RX,46.64,53.0,7896658021732,10404,procter--gambl,Gastrite,0.12
Montelair 5mg com 30 Comprimidos - Ache,61.55,71.57,7896658023354,10396,procter--gambl,Mais Medicamentos,0.14
Adipept 20mg com 28 Comprimidos - Ache RX,48.58,55.2,7896658021688,10405,procter--gambl,Gastrite,0.12
Resist 500mg com 30 Cápsulas - Ache,49.9,58.7,7896658024627,10240,procter--gambl,Mais Medicamentos,0.15
Alenia 12\u002F400mcg com 60 Cápsulas - Ache,126.77,149.14,7896181918943,10198,procter--gambl,Mais Medicamentos,0.15
Vidmax 25mg c\u002F60 cpr,41.81,51.97,7896658009631,10161,procter--gambl,Mais Medicamentos,0.2
Vidmax 50mg c\u002F60 cpr,79.69,105.98,7896658009662,10115,procter--gambl,Mais Medicamentos,0.25
Donila Duo 10mg + 20mg com 30 Comprimidos - Ache,168.66,221.36,7896658022944,10058,procter--gambl,Mais Medicamentos,0.24
Dual 30mg com 30 Comprimidos - Ache,53.09,67.1,7896658024146,9826,procter--gambl,Mais Medicamentos,0.21
"Dastene 0,5mg com 30 Cápsulas - Ache",91.63,115.14,7896658024887,9666,procter--gambl,Similar,0.2
Zyad 20mg com 2 Comprimidos - Biolab,57.11,66.41,7896658025532,9508,procter--gambl,Mais Medicamentos,0.14
Diclofenaco Potássico 50mg com 20 Comprimidos - Medley Genérico,4.54,11.49,7896422504386,16905,procter--gambl,Analgésicos,0.6
Dipirona Monoidratada Gotas 20ml - Medley,4.48,15.31,7896422506236,16857,procter--gambl,Dor e Febre,0.71
Domperidona Xarope 100ml - Medley Genérico,16.55,33.97,7896422513173,16823,procter--gambl,Mais Medicamentos,0.51
Genfibrozila 600mg com 30 Comprimidos - Medley Genérico,69.65,118.77,7896422508209,16412,procter--gambl,Mais Medicamentos,0.41
Glimepirida 1mg com 30 Comprimidos - Medley Genérico,12.19,18.57,7896422505291,16384,procter--gambl,Mais Medicamentos,0.34
Lisinopril 5mg com 30 Comprimidos - Medley Genérico,23.82,36.12,7896422506731,16116,procter--gambl,Mais Medicamentos,0.34
Pantoprazol 20mg Medley - 28 comprimidos,2.99,26.5,7896422506595,15600,procter--gambl,Mais Medicamentos,0.89
Propionato de Clobetasol Creme 30g - Medley Genérico,10.84,20.32,7896422505369,15403,procter--gambl,Mais Medicamentos,0.47
Secnidazol 1000mg com 2 Comprimidos - Medley Genérico,8.5,24.32,7896422505680,15191,procter--gambl,Mais Medicamentos,0.65
Pomada Sulfato de Neomicina + Bacitracina Zíncica 15g - Medley Genéricos,4.23,12.33,7896422504454,15033,procter--gambl,Mais Medicamentos,0.66
Pomada Sulfato de Neomicina + Bacitracina Zíncica 50g - Medley Genérico,11.99,26.57,7896422504478,15034,procter--gambl,Mais Medicamentos,0.55
Carvedilol 25mg com 30 Comprimidos - Medley Genérico,12.06,80.03,7896422519403,14449,procter--gambl,Hipertensão,0.85
"Carvedilol 6,25mg com 30 Comprimidos - Medley Genérico",10.9,41.13,7896422519342,14363,procter--gambl,Hipertensão,0.73
Acido Mefenâmico 500mg com 24 Comprimidos - Medley Genérico,16.11,22.05,7896422517195,14360,procter--gambl,Mais Medicamentos,0.27
"Carvedilol 12,5mg com 30 Comprimidos - Medley Genérico",12.55,47.65,7896422519373,14364,procter--gambl,Hipertensão,0.74
"Nienza 3,125mg com 30 Comprimidos - Ache",12.94,14.7,7896658038259,22080,procter--gambl,Mais Medicamentos,0.12
Sany D 2.000ui com 60 Cápsulas - Ache,37.01,43.54,7896658037948,21936,procter--gambl,Vitaminas,0.15
Sany D 2.000ui com 30 Cápsulas - Ache,20.56,24.19,7896658037917,21935,procter--gambl,Vitaminas,0.15
