Nome,Preço sem desconto,Preço com desconto,Desconto (porcentagem),Código EAN,Marca,Categoria
Colact 667mg/ml Sabor Salada de Frutas 120ml,29.77,18.46,38,7896006213147,União Química,Digestivo
Antiácido Gastrobion Sabor Cereja 240ml,28.3,28.3,0,7896331702958,Hertz,Digestivo
Ibuliv 400mg 8 cápsulas moles,26.53,10.9,59,7896004746012,Ems,Dor E Febre
Maxalgina 1g 10 Comprimidos,27.96,13.7,51,7899470807362,Natulab,Dor E Febre
Suplemento Hidroeletrolítico Sorox Sabor Tangerina 550ml,11.99,9.95,17,7898636193509,Genomma,Digestivo
Suplemento Alimentar Bifilac GeFlora Probióticos 14 Sticks,22.67,67.92,64,7891142206718,Hypera,Digestivo
"Atensina 0,100mg 30 comprimidos",43.01,8.47,22,7896026300162,Boehringer,Hipertensão
Niquitin 2mg Sabor Menta 4 pastilhas,0.0,13.68,0,7898928257049,Gsk,Similar
Niquitin 4mg Sabor Menta 4 pastilhas,0.0,14.60,0,7898928257056,Gsk,Similar
Citoneurin 5.000 3 ampolas com 1ml de solução intramuscular + 3 ampolas com 1ml de diluente,96.98,19.26,62,7891721020506,Merck,Dor E Febre
Vitamina D 2.000UI Althaia Gotas 20ml,163.5,55.93,7,7898687730623,Althaia,Vitaminas
Ozempic 1 mg 1 carpule de 3ml + 1 sistema para aplicação + 4 agulhas novofine,0.0,1237.13,0,7897705202586,Novo Nordisk,Diabetes
Lufta GastroPro 12 sachês com 10ml,26.33,37.90,20,7891035650147,Luftagastro,Digestivo
Apresolina 50mg 20 drágeas,90.67,10.51,27,7896261000223,Novartis,Hipertensão
Alginac 1.000 15 comprimidos revestidos,46.82,27.38,17,7891721013010,Merck,Dor E Febre
Efurix 50mg/g Creme Dermatológico 15g,80.9,20.50,14,7898168009125,Bausch & Lomb,Mais Medicamentos
Simbioflora 15 sachês,54.18,78.00,14,7898040323806,Farmoquimica,Digestivo
Tapazol 5mg 100 comprimidos,144.91,28.44,17,7896241231616,Biolab Sanus,Mais Medicamentos
Niquitin 7mg 7 adesivos transdérmicos transparentes,101.41,80.37,17,7898928257018,Gsk,Similar
Plenance EZE 20mg+10mg 30 Cápsulas,145.5,97.82,15,7896094210080,Libbs,Colesterol e Triglicerídeos
Citoneurin 5.000 90 drágeas,173.2,188.70,13,7500435230971,Merck,Dor E Febre
Xarope Fluimucil Pediátrico 20mg/ml Sabor Framboesa 120ml,89.9,27.66,5,7898074617445,Zambon,Mais Medicamentos
Ferro 100mg Biolab 30 comprimidos mastigáveis,0.0,59.17,0,7896112401667,Biolab,Gripe E Resfriado
Adesivos Salonpas Grande 4un,99.9,14.25,14,7896227800829,Salonpas,Dor E Febre
Soanza XR 35mg 60 comprimidos,30.15,81.21,16,7896658038457,Ache,Mais Medicamentos
Pastilhas Angino-Rub Sabor Menta 16un,19.54,8.62,30,7891317002589,Supera,Dor E Febre
"Decacron 4mg/ml Solução Injetável com 2,5ml",38.18,17.19,8,7896658003189,Ache,Dor E Febre
Choriomon-M 5.000UI 1 Frasco+1 Ampola diluente 1ml,72.51,148.82,14,7895197030366,Ucb Pharma,Mais Medicamentos
"Yaz 3mg + 0,02mg 24 + 4 comprimidos revestidos",45.9,107.66,14,7891106915342,Bayer,Anticoncepcionais
Zilaricina 100mg 30 comprimidos,0.0,53.69,0,7898100244591,Brasterapica,Mais Medicamentos
Gel Hidratante Kelo Cote UV FPS30 15g,59.9,158.31,13,7898040324391,Farmoquimica,Mais Medicamentos
"Sigmatriol 0,25mcg 30 cápsulas gelatinosas moles",88.17,88.61,19,7896004775340,Germed,Vitaminas
Suplemento para Gestantes Regenesis Premium 120 Cápsulas Moles,147.65,199.90,6,7908134200248,Exeltis,Anticoncepcionais
Lactofos Farmoquímica 15 Sachês de 6g cada,67.88,78.35,46,7898040325114,Farmoquímica,Digestivo
Foraseq 12mcg + 400mcg Refil 120 cápsulas com pó para inalação,60.22,140.90,17,7896261015494,Novartis,Mais Medicamentos
Filtrair Prevent 800mg Spray em Pó,107.87,55.25,52,7898074617988,Zambon,Mais Medicamentos
Spray Nasal em Pó Filtrair Defense 800mg,37.8,55.25,9,7898074617193,Zambon,Mais Medicamentos
Glargilin 100ui/ml 1 refil de 3ml,66.5,45.12,14,7898616360082,Bionn,Diabetes
Victoza 6mg/ml 2 carpules com 3ml + 2 sistemas de aplicação,71.5,671.43,10,7897705201770,Novo Nordisk,Diabetes
Ferropurum 20mg/ml 5 ampolas de 5ml,0.0,83.90,0,7896014673124,Blau,Gripe E Resfriado
Fibrems Sabor Laranja 10 envelopes de 5g cada,0.0,30.47,0,7894916507608,Ems,Digestivo
"Tenavit 0,80mg + 4mg + 0,40mg 30 comprimidos revestidos",26.99,73.60,8,7896226102436,Marjan,Vitaminas
"Trelegy 100 + 62,5 + 25mcg 1 Dispositivo com 30 Doses",70.72,419.49,13,7896015591212,Gsk,Mais Medicamentos
Dapagliflozina 10mg Astrazeneca 30 comprimidos,40.6,120.47,26,5000456078238,Sandoz,Diabetes
Tebonin 120mg 30 comprimidos,0.0,260.00,0,7896641807404,Takeda,Mais Medicamentos
Sinvastacor 20mg 30 comprimidos revestidos,52.91,9.99,22,7897595601773,Sandoz,Colesterol e Triglicerídeos
Canesten Creme 10mg/g 20g,108.8,24.92,47,7891106900591,Bayer,Mais Medicamentos
Laxasene 350mg Bionatus 45 cápsulas,0.0,48.14,0,7896108002113,Bionatus,Digestivo
Nexium 40mg 28 comprimidos revestidos,0.0,199.00,0,7896206402976,Astrazeneca,Digestivo
Antiverrugas Pointts 80ml,108.9,163.03,11,0650240030499,Genomma,Mais Medicamentos
Bravan Duo 320mg/5mg 30 comprimidos,0.0,71.73,0,7896658024993,Ache,Hipertensão
Fibras Tamarine sem Sabor Pote 250g,16.3,133.60,15,7897322714271,Hypera,Digestivo
"Rehidrat 90 Sabor Natural 4 envelopes de 13,95g",0.0,39.50,0,7891317007478,Supera,Digestivo
Flixotide Spray 50mcg 120 doses,108.5,199.54,11,7896015516581,Gsk,Mais Medicamentos
Nootropil 800mg 30 comprimidos revestidos,0.0,35.94,0,7896070603271,Sanofi,Mais Medicamentos
Toragesic 10mg/ml EMS 10 comprimidos sublinguais,362.37,49.41,18,7894916501415,Sigma Pharma,Dor E Febre
"Solução Oftálmica Betoptic 5,6mg/ml 5ml",0.0,35.03,0,7896548114612,Alcon,Mais Medicamentos
Diovan HCT 320mg + 25mg 28 comprimidos revestidos,21.38,164.65,18,7896261012356,Novartis,Hipertensão
Aerolin Solução para Nebulização Nasal 5mg/ml 10ml,0.0,19.10,0,7896269900068,Gsk,Mais Medicamentos
Afolic 5mg 20 comprimidos,0.0,4.23,0,7898133136535,Natulab,Gripe E Resfriado
Antiácido Gastrol Solução Oral 250ml,99.9,29.48,7,7896622300450,Hypera,Digestivo
"Triplixam 5mg + 1,25mg + 5mg 30 comprimidos revestidos",111.63,60.89,85,7898029550803,Servier,Hipertensão
Solução de Manitol 20% 250ml,29.99,29.99,19,7898007677416,Luimed,Hipertensão
"Diovan HCT 320mg + 12,5mg 28 comprimidos revestidos",96.98,143.14,62,7896261012332,Novartis,Hipertensão
Vagi C 250mg 6 comprimidos de uso ginecológico e 1 aplicador,41.88,47.57,27,7896226102511,Marjan,Anticoncepcionais
Pomada Calêndula Concreta 30g,41.88,13.17,27,7896210507667,Simoes,Mais Medicamentos
Crestor 10mg 30 comprimidos revestidos,134.26,220.62,17,7896206402372,Astrazeneca,Colesterol e Triglicerídeos
Suplemento Vitamínico Vitergan Master 30 cápsulas gelatinosas moles,33.9,76.50,12,7896226102832,Marjan,Vitaminas
Kombiglyze XR  5mg + 1000mg 30 Comprimidos Revestidos,32.56,212.35,70,7896016807329,Astrazeneca,Diabetes
Suplemento Alimentar Althaia Vitamina D3 1.000UI 30 cápsulas gel,70.15,13.23,20,7898687730555,Althaia,Vitaminas
Xarelto 10mg 10 comprimidos revestidos,15.87,130.12,19,7891106007030,Bayer,Mais Medicamentos
Xarelto 10mg 30 comprimidos revestidos,15.87,390.32,19,7891106007047,Bayer,Mais Medicamentos
Xarope Fluimucil 40mg/ml Sabor Morango com Romã 120ml,21.38,38.72,18,7898074617438,Zambon,Mais Medicamentos
Loção Arnica 250mg/g Hertz 120g,40.42,27.50,64,7896331702965,Hertz,Dor E Febre
Óleo de Prímula Catarinense 45 Cápsulas,48.9,40.15,10,7896023792274,Catarinense,Anticoncepcionais
Osteoban 150mg 1 comprimido revestido,0.0,53.13,0,7896658019036,Ache,Mais Medicamentos
Manivasc 10mg 28 comprimidos,64.78,192.02,35,7896672202346,Farmalab,Hipertensão
Lactosil 4.000 FCC 30 Tabletes,38.0,21.37,30,7896637026901,Apsen,Digestivo
Pastilhas para Garganta Strepsils Sabor Laranja Sem Açúcar 16 pastilhas,24.9,28.17,26,7891035010972,Strepsils,Dor E Febre
Xarelto 20mg 14 comprimidos revestidos,0.0,182.15,0,7891106907057,Bayer,Mais Medicamentos
DIOeH 450mg + 50mg Biolab 60 comprimidos revestidos,0.0,128.96,0,7896112403234,Biolab,Mais Medicamentos
Doralgina Dipcaf 10 comprimidos,25.9,12.84,30,7896714274324,Neo Quimica,Dor E Febre
Vitergan Master 60 cápsulas gelatinosas moles,195.62,93.12,14,7896226109015,Marjan,Vitaminas
Suplemento Alimentar Ofolato G 50ml,87.72,251.65,14,7896094921115,Hypera,Anticoncepcionais
Nootron 400mg 60 comprimidos revestidos,0.0,45.79,0,7896181928690,Ache,Mais Medicamentos
Femme Fólico 5mg 30 comprimidos revestidos,28.33,30.03,23,7896658015069,Ache,Gripe E Resfriado
Mínima 60mcg + 15mcg 72 comprimidos revestidos + 12 comprimidos inertes,6.5,76.91,5,7896422507561,Medley,Anticoncepcionais
Floralyte 90 Sabor Natural 500ml,0.0,21.56,0,7891721022937,Merck,Digestivo
Traumac Sprot Ice Aerossol 125ml,0.0,33.55,0,7896023747113,Catarinense,Dor E Febre
"Natrilix SR 1,5mg 30 comprimidos revestidos de liberação prolongada",57.95,41.46,57,7898029556829,Servier,Hipertensão
"Sais para Reidratação Oral Hidroral Sabor Tradicional 4 unidades de 27,9g cada",14.75,17.30,7,7896230303645,Adv,Digestivo
Crestor 5mg 30 comprimidos revestidos,39.8,109.92,21,7896206403645,Astrazeneca,Colesterol e Triglicerídeos
Clomid 50mg 10 comprimidos,0.0,62.29,0,7896422513098,Medley,Mais Medicamentos
Alcachofra Aspen Pharma 100 Comprimidos Revestidos,0.0,93.40,0,7895858006020,Aspen Pharma,Digestivo
Alcachofra 300mg Herbarium 45 Cápsulas Duras,86.76,48.85,21,7896083400027,Herbarium,Digestivo
Talerc 10mg 10 comprimidos revestidos,0.0,41.18,0,7896658003042,Ache,Alergias E Infecções
Adesivo Flexível Dorflex Icy Hot Grande 5un,55.9,35.99,18,7891058017101,Sanofi,Dor E Febre
Gel Bucal Gengi Baby Gel 10g,107.6,65.28,10,7896112401926,Biolab,Mais Medicamentos
Risedross 35mg 12 comprimidos revestidos,0.0,227.94,0,7894916509541,Sigma Pharma,Mais Medicamentos
Pastilhas para Garganta Strepsils Sabor Mel e Limão 24 pastilhas,225.55,35.68,11,7896222720863,Strepsils,Dor E Febre
Cimegripe Dor e Febre 200mg/ml Sabor Laranja 15ml,0.0,4.63,0,7896523227139,Cimed,Dor E Febre
Suplemento Hidroeletrolítico Pedialyte Max Uva 500ml,18.81,30.80,13,7891158104695,Abbott,Digestivo
Solução Nenê Dent N 10g,0.0,15.88,0,7896094922112,Takeda,Mais Medicamentos
Solução Spray Desaftan Aftas e Afecções Bucais 25ml,71.5,15.81,11,7896331706376,Hertz,Mais Medicamentos
Prazol 30mg 14 cápsulas de liberação retardada,0.0,61.45,0,7896422505888,Medley,Digestivo
Adesivo Flexível Dorflex Icy Hot Pequeno 5un,37.9,32.99,10,7891058017095,Sanofi,Dor E Febre
"Andantol 7,5mg/g Gel 40g",77.25,22.34,35,7896658005190,Ache,Mais Medicamentos
Doril DC 500mg + 65mg 4 comprimidos,16.99,6.54,8,7896094917330,Hypera,Dor E Febre
"Kombiglyze XR 2,5mg + 1000mg 60 comprimidos revestidos",33.21,214.82,41,7896016807367,Astrazeneca,Diabetes
Creme Dermatológico Cimecort Cimed 15g,89.9,13.97,5,7896523207780,Cimed,Mais Medicamentos
Suplemento Alimentar de Vitamina D Inpruv D 2.000UI 30 comprimidos mastigáveis,149.99,15.90,7,7896637032476,Apsen,Vitaminas
Vitamina D Addera 2.000UI + Imunidade 90 comprimidos revestidos,0.0,143.30,0,7896094919327,Hypera,Vitaminas
Zinpass EZE 40mg + 10mg 30 comprimidos,0.0,152.20,0,7896422504652,Medley,Colesterol e Triglicerídeos
Digeliv 400GaIU 15 comprimidos mastigáveis,199.9,33.37,15,7896637032735,Apsen,Digestivo
Flanax XR 660mg 8 comprimidos revestidos de liberação prolongada,0.0,29.90,0,7891106910989,Bayer,Dor E Febre
Franol 120mg + 15mg 20 comprimidos,0.0,9.40,0,7891058011468,Sanofi,Mais Medicamentos
"Travatan 0,04mg/ml Solução Oftálmica 5ml",474.92,351.06,16,7896548197608,Alcon,Mais Medicamentos
Cortisonal 10mg/g Creme Dermatológico 20g,29.68,28.22,18,7896006240105,União Química,Dor E Febre
Invokana 300mg 30 comprimidos revestidos,0.0,204.90,0,7896212425082,Johnson & Johnson,Diabetes
Duovent N 200 doses 10ml + Bocal,0.0,22.53,0,7896026304917,Boehringer,Mais Medicamentos
Lactosil 4.000 FCC contém 30 Sachês 2g cada,0.0,39.01,0,7896637026291,Apsen,Digestivo
"Niki 3mg + 0,02mg 24 comprimidos revestidos",0.0,67.45,0,7894916510271,Sigma Pharma,Anticoncepcionais
"Flixonase 50mcg Spray Nasal 120 doses 11,6ml",0.0,92.87,0,7896269901904,Gsk,Alergias E Infecções
Migrainex 250mg + 250mg + 65mg 20 comprimidos revestidos,0.0,43.07,0,7891142116000,Hypera,Dor E Febre
Lobeat 5mg 30 comprimidos,0.0,62.71,0,7891158103551,Abbott,Hipertensão
Relvar Ellipita 200mcg + 25mcg 30 doses de pó para inalação,0.0,326.36,0,7896015528843,Gsk,Mais Medicamentos
Probiótico em Pó Simfort 30 sachês com 2g cada,84.99,94.04,11,7898919865079,Vitafort,Vitaminas
Hipericin 300mg 30 cápsulas moles,31.9,116.16,10,7896083402526,Herbarium,Mais Medicamentos
Bravan Duo 320mg/10mg 30 comprimidos,65.9,104.29,15,7896658025013,Ache,Hipertensão
"Esperson N 2,5mg/g + 7,145mg/ml Pomada Dermatológica 20g",43.9,42.26,17,7891058260071,Sanofi,Mais Medicamentos
Tapazol 10mg 50 comprimidos,44.99,28.54,17,7896241231630,Biolab Sanus,Mais Medicamentos
Queimalive 74mg/g + 20mg/g Pomada 30g,0.0,21.59,0,7898158691576,Cifarma,Mais Medicamentos
AltaD 50.000UI 4 comprimidos revestidos,64.0,73.42,16,7891317000936,Eurofarma,Vitaminas
"Brasart HCT 80mg + 12,5mg 30 comprimidos revestidos",70.42,42.49,24,7894916508346,Sigma Pharma,Hipertensão
Pastilhas Benalet Sabor Menta 12un,12.98,36.61,29,7891268402018,Benalet,Dor E Febre
"Trulicity 1,5mg 2 seringas com 0,5ml cada + 2 canetas para aplicação",0.0,382.43,0,7896382707742,Eli Lilly,Diabetes
Zentel 400mg 1 comprimido mastigável,0.0,14.78,0,7896015513313,Smith Beecham,Vermes e Parasitas
Fexx 120mg Cimed 10 Comprimidos Revestidos,25.26,53.56,53,7898075317962,Cimed,Alergias E Infecções
Tomat 5mg 30 cápsulas,0.0,55.25,0,7896637015011,Apsen,Vitaminas
"Sedamed, Cimed 4 comprimidos revestidos",33.07,2.78,11,7896523200484,Cimed,Dor E Febre
"Acertalix 5mg + 1,25mg 30 Comprimidos Revestidos",0.0,91.07,0,7898029550407,Servier,Hipertensão
Amitiza 24mcg 30 cápsulas moles,51.9,144.93,20,7896641812699,Takeda,Digestivo
"Regrair 100mcg/dose Aerossol 200 doses 14,6ml",0.0,20.65,0,7896015591908,Gsk,Mais Medicamentos
Dividol 70mg 12 cápsulas,29.68,45.13,18,7898074616042,Zambon,Dor E Febre
Buscoveran Composto 10ml,60.94,12.39,12,7893353041393,Buscoveran,Anticoncepcionais
Tecta 40mg 60 comprimidos,110.95,412.38,74,7896641808456,Takeda,Digestivo
Adesivos Salonpas Gel-Patch 3un,86.76,14.42,21,4987188501115,Hisamitsu,Dor E Febre
"Combiron 131,58mg/ml Gotas 30ml",0.0,28.20,0,7896658007286,Ache,Gripe E Resfriado
Estimulante do Apetite Petivit BC Sabor Morango 250ml,0.0,15.99,0,7898100244485,Brasterapica,Vitaminas
Amitiza 8mcg 30 cápsulas moles,0.0,67.76,0,7896641812651,Takeda,Digestivo
Desrinite 180mg 10 comprimidos,0.0,68.35,0,7896714290584,Neo Quimica,Alergias E Infecções
Parasin 40mg/ml Sabor Banana 10ml,0.0,13.81,0,7896658002670,Ache,Vermes e Parasitas
Lacday 10.000 U.FCC EMS 8 comprimidos mastigáveis,95.8,19.60,10,7896004762098,Sigma Pharma,Digestivo
Cizax 10mg 10 comprimidos,0.0,19.11,0,7891142128867,Hypera,Dor E Febre
"Venocur Fit 263,2mg 30 comprimidos revestidos de liberação retardada",23.94,59.83,18,7896255766111,Abbott,Mais Medicamentos
Aldactone 25mg 30 comprimidos,86.5,37.16,7,7891268100211,Pfizer,Hipertensão
Aldactone 50mg 30 comprimidos,0.0,65.69,0,7891268100228,Pfizer,Hipertensão
"Latisse 0,03% 5ml + 100 aplicadores descartáveis",0.0,266.40,0,7897316805459,Allergan,Mais Medicamentos
Cardizem SR 90mg 20 cápsulas duras de liberação prolongada,107.61,45.18,79,7896026307154,Boehringer,Hipertensão
Nexium 20mg 28 comprimidos revestidos,0.0,182.04,0,7896206402969,Astrazeneca,Digestivo
"NORIPURUM EV - 20mg/mL, 5 ampolas com 5mL de solução de uso intramuscular",0.0,79.63,0,7898581710615,Takeda,Gripe E Resfriado
Zyad 20mg 2 comprimidos revestidos,0.0,66.41,0,7896658025532,Ache,Mais Medicamentos
"Traumeel S 10 Ampolas de 2,2ml cada",0.0,215.17,0,7898908753257,Heel,Dor E Febre
Lipless 100mg 60 comprimidos,11.18,162.61,36,7896112416135,Biolab Sanus,Colesterol e Triglicerídeos
Suplemento Vitamínico Mineral Pantogar Men 30 Cápsulas,0.0,142.60,0,7896112400332,Biolab Sanus,Similar
Pastilhas para Garganta Strepsils Sabor Laranja Sem Açúcar 8 pastilhas,45.6,15.19,11,7891035010958,Strepsils,Dor E Febre
Dividol 70mg 36 cápsulas,0.0,134.81,0,7898074618657,Zambon,Dor E Febre
Doralgina Dipcaf 16 comprimidos,0.0,19.07,0,7896714274287,Neo Quimica,Dor E Febre
Xarope Hytós Plus Sabor Tutti Frutti 100ml,0.0,28.62,0,7896006259701,União Química,Mais Medicamentos
Esomex 20mg 14 comprimidos revestidos,0.0,52.58,0,7894916509237,Sigma Pharma,Digestivo
Olmy Anlo 40mg + 5mg 30 comprimidos revestidos,0.0,79.93,0,7894916510264,Sigma Pharma,Hipertensão
"Omnaris 50mcg/dose 120 doses 13,5g",0.0,67.72,0,7896641806568,Astrazeneca,Mais Medicamentos
"Solução Oftálmica Ganfort 0,3% + 5% 3ml",0.0,155.61,0,7897316805053,Allergan,Mais Medicamentos
"Brasart HCT 320mg + 12,5mg 30 comprimidos revestidos",2.81,92.83,17,7894916509084,Sigma Pharma,Hipertensão
Adipept 40mg 28 comprimidos revestidos,72.51,53.00,14,7896658021732,Ache,Digestivo
Antiácido Sonrisal Sabor Limão 2 comprimidos efervescentes,0.0,2.81,0,7896015525231,Gsk,Digestivo
"Yasmin 3mg + 0,03mg 21 comprimidos revestidos",0.0,88.28,0,7891106914093,Bayer,Anticoncepcionais
"Yasmin 3mg + 0,03mg 21 + 7 comprimidos revestidos",81.9,107.66,10,7891106914116,Bayer,Anticoncepcionais
"Yaz 3mg + 0,02mg 24 comprimidos revestidos",0.0,88.28,0,7891106914147,Bayer,Anticoncepcionais
Flogo-Rosa Solução Ginecológica 50mg/ml 100ml,0.0,39.56,0,7896658002892,Ache,Dor E Febre
"Xarelto 2,5mg 30 comprimidos revestidos",157.5,195.23,5,7891106908184,Bayer,Mais Medicamentos
Lipneo 100mg 30 comprimidos,86.76,120.87,21,7896714221359,Neo Quimica,Mais Medicamentos
Sal de Frutas Eno Tutti-Frutti 2 envelopes com 5g cada,4.39,3.86,22,7896015591809,Gsk,Digestivo
"Sabine 2,5mg 30 comprimidos revestidos",11.18,159.93,36,7896658037856,Aché,Mais Medicamentos
Complexo Homeopático Almeida Prado N 16 60 Comprimidos,29.2,29.2,0,7898037080163,Almeida Prado,Anticoncepcionais
Ancoron 200mg 60 comprimidos revestidos,0.0,64.17,0,7896094211001,Libbs,Mais Medicamentos
Doralgina Dipcaf 4 comprimidos,115.49,1.76,26,7896714274317,Neo Quimica,Dor E Febre
Foraseq 12mcg + 400mcg 120 cápsulas com pó para inalação e Inalador,99.43,170.80,82,7896261005587,Novartis,Mais Medicamentos
"POLARAMINE EXPECTORANTE - 0,40mg/mL + 4mg/mL + 20mg/mL, 1 frasco com 120mL de solução de uso oral",0.0,28.96,0,7891142171252,Hypera,Alergias E Infecções
"Polaramine 2,8mg/ml Gotas Sabor de Frutas 20ml",0.0,39.29,0,7891142171061,Hypera,Alergias E Infecções
"POSPRAND - 2mg, 30 comprimidos",0.0,70.24,0,7897473203983,Lightsweet,Diabetes
"Solução Oftálmica Presmin 5,6mg/ml 5ml",0.0,30.00,0,7896180300220,Latinofarma,Mais Medicamentos
"B-TABLOCK - 5mg/mL, 1 frasco gotejador com 5mL de solução de uso oftalmológico",0.0,40.83,0,7896180300015,Latinofarma,Mais Medicamentos
Baclofen 10mg 20 comprimidos,0.0,23.38,0,7896112141693,Teuto,Dor E Febre
"Bart H 300mg + 12,5mg 30 comprimidos",0.0,113.37,0,7899640800582,Eurofarma,Hipertensão
Ekson 200mg + 50mg 30 comprimidos,0.0,116.97,0,7896658020605,Ache,Mais Medicamentos
EMSGrip 100mg/g Pó Sabor Mel e Limão 5g,0.0,2.04,0,7896004714653,Ems,Mais Medicamentos
Pastilhas Endcoff Sabor Mel e Limão 12un,0.0,20.12,0,7896004702322,Ems,Dor E Febre
Pastilhas Endcoff Sabor Menta 12un,0.0,25.70,0,7896004702346,Ems,Dor E Febre
Prós HP 2mg + 5mg 30 cápsulas gelatinosas duras,0.0,120.12,0,7899420503597,Supera,Mais Medicamentos
"CRESTOR - 40mg, 30 comprimidos revestidos",0.0,328.30,0,7896206402983,Astrazeneca,Colesterol e Triglicerídeos
Cuore 75mg 28 comprimidos revestidos,0.0,59.40,0,7891721201431,Merck,Mais Medicamentos
Aerolin 2mg 20 comprimidos,0.0,6.93,0,7896269900037,Gsk,Mais Medicamentos
"Aerolin 0,4mg/ml 120 ml",0.0,11.92,0,7896269900075,Gsk,Mais Medicamentos
Aerolin 4mg 20 comprimidos,0.0,10.19,0,7896269900044,Gsk,Mais Medicamentos
"Aerolin Nebules 2,5mg/2,5ml 20 flaconetes",0.0,21.15,0,7896015522506,Gsk,Mais Medicamentos
Brondelix 7mg/ml Xarope Sabor Cereja 100ml,0.0,26.61,0,7896004734545,Ems,Mais Medicamentos
Predsim 3mg/ml 100ml + dosador,0.0,59.96,0,7891142177155,Hypera,Dor E Febre
"PREMARIN - 0,3mg, 28 drágeas",0.0,31.74,0,7891045008174,Wyeth,Anticoncepcionais
Profenid 1mg/ml Xarope Pediátrico Sabor Tutti Frutti 150ml,0.0,30.58,0,7891058003838,Sanofi,Dor E Febre
Profenid 100mg 10 supositórios,0.0,46.13,0,7896070601710,Sanofi,Dor E Febre
Profenid 25mg Gel 30g,0.0,35.53,0,7896070601826,Sanofi,Dor E Febre
Profenid Protect 200mg + 20mg 10 cápsulas,0.0,68.88,0,7891058011499,Sanofi,Dor E Febre
"ROSULIB - 10mg, 30 comprimidos revestidos",0.0,129.34,0,7897595632302,Novartis,Colesterol e Triglicerídeos
Prazol 15mg 28 cápsulas de liberação retardada,0.0,64.08,0,7896422501972,Medley,Digestivo
Clofen K 50mg 20 drágeas,0.0,10.27,0,7898075310222,Cimed,Dor E Febre
"CLOPIN - 75mg, 15 comprimidos revestidos",0.0,42.39,0,7896658011900,Ache,Mais Medicamentos
"FOSAMAX - 70mg, 4 comprimidos",0.0,184.81,0,7897337706421,Msd,Mais Medicamentos
SeloZok Fix 5mg + 50mg 30 comprimidos de liberação prolongada,0.0,88.68,0,7896206403324,Astrazeneca,Hipertensão
"SELOPRESS - 100mg + 12,5mg, 30 comprimidos",0.0,44.63,0,7896206407582,Astrazeneca,Hipertensão
Citalor 10mg 30 comprimidos revestidos,0.0,145.36,0,7891268102161,Pfizer,Colesterol e Triglicerídeos
"CITONEURIN - 100mg/mL + 100mg/mL + 1000mcg/mL, 1 ampola com 1mL de solução de uso intramuscular + 1 ampola com 1mL de diluente",0.0,3.19,0,7891721028946,Merck,Dor E Febre
Citoneurin 1000 3 ampolas intramuscular de 1ml cada + 3 ampolas de diluente com 1ml cada,0.0,13.16,0,7891721020520,Merck,Dor E Febre
"CLAQUINONA - 40mg/g, 1 bisnaga com 30g de creme de uso dermatológico",0.0,70.17,0,7896004726267,Germed,Mais Medicamentos
Concor HCT 10mg + 25mg 30 comprimidos revestidos,0.0,140.29,0,7891721026676,Merck,Hipertensão
"IMIGRAN - 50mg, 2 comprimidos revestidos",0.0,40.37,0,7896269900853,Gsk,Dor E Febre
"Venocur Fit 263,2mg 60 comprimidos revestidos de liberação retardada",0.0,99.26,0,7896255766135,Abbott,Mais Medicamentos
"Versa 40mg/0,4ml Solução Injetável 2 seringas com 0,4ml com sistema de segurança",0.0,156.35,0,7891317487317,Eurofarma,Mais Medicamentos
"VERSA - 80mg, 2 seringas preenchidas com 0,8mL de solução de uso subcutâneo ou intravenoso + sistema de segurança",0.0,317.81,0,7891317487348,Eurofarma,Mais Medicamentos
"Aixa 2mg + 0,03mg 21 comprimidos revestidos",0.0,57.67,0,7896422531788,Medley,Anticoncepcionais
Alektos 20mg 15 comprimidos,0.0,67.47,0,7896641807763,Hypera,Alergias E Infecções
"BETES - 2mg, 30 comprimidos",0.0,45.57,0,7891317436339,Eurofarma,Diabetes
Betnovate 1mg/g Creme 15g,0.0,26.98,0,7896269900297,Gsk,Dor E Febre
Betnovate 1mg/g Pomada 15g,0.0,28.66,0,7896269900365,Gsk,Dor E Febre
Canesten 10mg/ml Solução 30ml,0.0,39.20,0,7891106900898,Bayer,Mais Medicamentos
"Lastacaft 2,5mg/ml Solução Oftálmica 3ml",0.0,62.40,0,7897316806012,Allergan,Mais Medicamentos
"UNIGYN - 1g, 2 comprimidos revestidos",0.0,20.32,0,7894916501460,Sigma Pharma,Vermes e Parasitas
"Untral 2,5mg 30 cápsulas duras",0.0,128.70,0,7896658027055,Ache,Vitaminas
Urovit 100mg 25 drágeas,0.0,18.20,0,7896006200994,União Química,Anticoncepcionais
"Vasopril Plus 20mg + 12,5mg 60 comprimidos",0.0,104.90,0,7896112470311,Biolab Sanus,Hipertensão
"ALENIA - 6mcg + 100mcg, 60 cápsulas gelatinosas duras com pó de uso inalatório? + 1 inalador",0.0,139.63,0,7896181905271,Ache,Mais Medicamentos
Complexo Homeopático Almeida Prado N 06 60 Comprimidos,0.0,29.20,0,7898037080064,Almeida Prado,Dor E Febre
"Solução Oftálmica Alphagan P 0,15% 5ml",0.0,126.94,0,7897316804209,Allergan,Mais Medicamentos
Vitamina D3 AltaD 1.000UI 30 comprimidos revestidos,0.0,33.81,0,7891317000820,Eurofarma,Vitaminas
Vitamina D3 AltaD 7.000UI 8 comprimidos revestidos,0.0,31.26,0,7891317000912,Eurofarma,Vitaminas
